School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Computer Engineering,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present","Fort Smith, Main Campus",Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Industrial Engineering,Bachelors,"Oct 1, 1955 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present","Fort Smith, Main Campus",Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas," United States",www.uark.edu,Biomedical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Bioengineering and Biomedical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Athens State University,Athens,Alabama," United States",,Computer Science,Bachelors,"Oct 1, 2014 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Computer Science,Bachelors,"Oct 1, 1987 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Aerospace Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Aerospace Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Biosystems Engineering,Bachelors,"Oct 1, 1953 – Present",Main Campus,Biological Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Chemical Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Civil Engineering,Bachelors,"Oct 1, 1941 – Present",Main Campus,Civil Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Electrical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Industrial and Systems Engineering,Bachelors,"Oct 1, 1967 – Present",Main Campus,Industrial Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Materials Engineering,Bachelors,"Oct 1, 1975 – Present",Main Campus,Materials Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Mechanical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Software Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Software Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Electrical Engineering with Computer Engineering Option,Bachelors,"Oct 1, 2003 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama," United States",www.auburn.edu,Wireless Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,General Criteria Only (EAC),2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Augusta University,Augusta,Georgia," United States",www.augusta.edu,Computer Science,Bachelors,"Oct 1, 2015 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
Austin Peay State University,Clarksville,Tennessee," United States",www.apsu.edu,Engineering Technology in Electrical Concentration,Bachelors,"Oct 1, 2007 – Present",Main Campus,"Electrical and Electronics Engineering Technology, Engineering Technology (General)",2020-2021,ETAC,Sydney Accord
Austin Peay State University,Clarksville,Tennessee," United States",www.apsu.edu,Engineering Technology in Manufacturing Engineering Technology,Bachelors,"Oct 1, 2007 – Present",Main Campus,"Engineering Technology (General), Manufacturing Engineering Technology",2020-2021,ETAC,Sydney Accord
Austin Peay State University,Clarksville,Tennessee," United States",www.apsu.edu,Engineering Technology in Automotive Engineering Technology,Bachelors,"Oct 1, 2014 – Present",Main Campus,Automotive Engineering Technology,2020-2021,ETAC,Sydney Accord
Austin Peay State University,Clarksville,Tennessee," United States",www.apsu.edu,Engineering Technology in Construction Engineering Technology,Bachelors,"Oct 1, 2014 – Present",Main Campus,Construction Engineering Technology,2020-2021,ETAC,Sydney Accord
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Civil Engineer,Bachelors,"Oct 1, 2009 – Present",Main Campus,Civil Engineering,2022-2023,EAC,
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Food Industry Engineer,Bachelors,"Oct 1, 2009 – Present",Main Campus,Biological Engineering,2022-2023,EAC,
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Materials Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Materials Engineering,2022-2023,EAC,
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Industrial Engineer with minor in Management,Bachelors,"Oct 1, 2015 – Present",Main Campus,"Engineering Management, Industrial Engineering",2022-2023,EAC,
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Chemical Engineer,Bachelors,"Oct 1, 2015 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2022-2023,EAC,
Universidad Autonoma de Nuevo Leon,San Nicolas de los Garza,,Mexico,www.uanl.mx,Software Technology Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Software Engineering,2022-2023,EAC,
Universidad Autonoma de Queretaro,Las Campanas,,Mexico,http://www.uaq.mx,Automation Engineering with Optional Mode in Mechatronics,Bachelors,"May 1, 2016 – Present",Main Campus,General Criteria Only (EAC),2021-2022,EAC,
Universidad Autonoma de Queretaro,Las Campanas,,Mexico,http://www.uaq.mx,Civil Engineering,Bachelors,"Nov 14, 2015 – Present",Main Campus,Civil Engineering,2021-2022,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Chemistry,Bachelors,"Oct 1, 2014 – Present",Main Campus,General Criteria Only (ANSAC),2021-2022,ANSAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Pharmaceutical and Biological Chemist,Bachelors,"Oct 1, 2014 – Present",Main Campus,General Criteria Only (ANSAC),2021-2022,ANSAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Civil Engineering (Faculty of Engineering),Bachelors,"May 1, 2011 – Present",Zona Universitaria Poniente,Civil Engineering,2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Mechanical Engineering (Faculty of Engineering),Bachelors,"May 1, 2014 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Electrical and Automation Engineering (Faculty of Engineering),Bachelors,"May 1, 2014 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Mechanical – Industrial Management Engineering (Faculty of Engineering),Bachelors,"Oct 1, 2012 – Present",Main Campus,"Engineering Management, Mechanical Engineering",2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,ElectroMechanical Engineering (Faculty of Engineering),Bachelors,"May 1, 2014 – Present",Main Campus,"Electrical and Electronics Engineering, Mechanical Engineering",2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Mechatronics Engineering (Faculty of Engineering),Bachelors,"Oct 1, 2012 – Present",Main Campus,General Criteria Only (EAC),2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Chemical Engineering (Faculty of Chemical Sciences),Bachelors,"Oct 1, 2012 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2022-2023,EAC,
Universidad Autonoma de San Luis Potosi,San Luis Potosi,,Mexico,ingenieria.uaslp.mx,Food Engineering (Faculty of Chemical Sciences),Bachelors,"Oct 1, 2012 – Present",Main Campus,Biological Engineering,2022-2023,EAC,
Autonomous University of Aguascalientes,Aguascalientes,,Mexico,www.uaa.mx,Civil Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Civil Engineering,2021-2022,EAC,
Autonomous University of Aguascalientes,Aguascalientes,,Mexico,www.uaa.mx,Electronics Engineer,Bachelors,"Oct 1, 2008 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Computer Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Engineering,2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Information Systems,Bachelors,"Oct 1, 2009 – Present",Main Campus,Information Systems,2022-2023,CAC,Seoul Accord
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Computer Science,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Civil Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,Civil Engineering,2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Process Instrumentation and Control Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,General Criteria Only (EAC),2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Chemical Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,"Chemical, Biochemical, Biomolecular Engineering",2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Mechanical Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,Mechanical Engineering,2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Electronics Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,Electrical and Electronics Engineering,2020-2021,EAC,
University of Bahrain,Sakhir,,Bahrain,www.uob.edu.bh,Electrical Engineering,Bachelors,"Oct 1, 2007 – Present",Isa Town Campus,Electrical and Electronics Engineering,2020-2021,EAC,
Baker College,Flint,Michigan," United States",www.baker.edu,Mechanical Engineering,Bachelors,"Oct 1, 2002 – Present","Main, Jackson",Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Baker College,Flint,Michigan," United States",www.baker.edu,Civil Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Baker College,Flint,Michigan," United States",www.baker.edu,Electrical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Balamand,Kelhat,,Lebanon,http://www.balamand.edu.lb/main/Pages/default.aspx,Chemical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2024-2025,EAC,
University of Balamand,Kelhat,,Lebanon,http://www.balamand.edu.lb/main/Pages/default.aspx,Civil Engineering,Bachelors,"Feb 1, 2019 – Present",Main Campus,Civil Engineering,2024-2025,EAC,
University of Balamand,Kelhat,,Lebanon,http://www.balamand.edu.lb/main/Pages/default.aspx,Computer Engineering,Bachelors,"Jul 1, 2018 – Present",Main Campus,Computer Engineering,2024-2025,EAC,
University of Balamand,Kelhat,,Lebanon,http://www.balamand.edu.lb/main/Pages/default.aspx,Electrical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,
University of Balamand,Kelhat,,Lebanon,http://www.balamand.edu.lb/main/Pages/default.aspx,Mechanical Engineering,Bachelors,"Jul 1, 2018 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Information Technology,Bachelors,"Oct 1, 2016 – Present",Main Campus,Information Technology,2024-2025,CAC,Seoul Accord
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Chemical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Civil Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Civil Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Electronics Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Electrical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Industrial Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Industrial Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Mechanical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Computer Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Computer Engineering,2022-2023,EAC,
Batangas State University,Batangas City,,Philippines,batstate-u.edu.ph,Sanitary Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Environmental Engineering,2022-2023,EAC,
Baylor University,Waco,Texas," United States",www.baylor.edu,Computer Science,Bachelors,"Oct 1, 1987 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
Baylor University,Waco,Texas," United States",www.baylor.edu,Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
Baylor University,Waco,Texas," United States",www.baylor.edu,Mechanical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
Baylor University,Waco,Texas," United States",www.baylor.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Computer Science,Bachelors,"Oct 1, 2011 – Present","Debbieh Campus, Main Campus",Computer Science,2022-2023,CAC,Seoul Accord
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Communications and Electronics Engineering,Bachelors,"Oct 1, 2011 – Present","Debbieh Campus, Tripoli Campus",Electrical and Electronics Engineering,2024-2025,EAC,
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Civil Engineering,Bachelors,"Oct 1, 2017 – Present","Debbieh Campus, Tripoli Campus",Civil Engineering,2024-2025,EAC,
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Electrical Power and Machines Engineering,Bachelors,"Oct 1, 2017 – Present","Debbieh Campus, Tripoli Campus",Electrical and Electronics Engineering,2024-2025,EAC,
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Industrial Engineering,Bachelors,"Oct 1, 2017 – Present",Debbieh Campus,Industrial Engineering,2024-2025,EAC,
Beirut Arab University,Beirut,,Lebanon,www.bau.edu.lb,Mechanical Engineering,Bachelors,"Oct 1, 2017 – Present","Debbieh Campus, Tripoli Campus",Mechanical Engineering,2024-2025,EAC,
Belmont University,Nashville,Tennessee," United States",www.belmont.edu,Audio Engineering Technology,Bachelors,"Oct 1, 2009 – Present","Multiple campuses, Main Campus",General Criteria Only (ETAC),2022-2023,ETAC,Sydney Accord
Benedictine College,Atchison,Kansas," United States",,Mechanical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Benedictine College,Atchison,Kansas," United States",,Chemical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Benedictine College,Atchison,Kansas," United States",,Civil Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Bethune-Cookman University,Daytona Beach,Florida," United States",http://www.cookman.edu,Computer Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bharath University (Bharath Institute of Higher Education and Research),chennai,,India,www.bharathuniv.ac.in,Civil Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Civil Engineering,2023-2024,EAC,
Bharath University (Bharath Institute of Higher Education and Research),chennai,,India,www.bharathuniv.ac.in,Electrical and Electronics Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
Bharath University (Bharath Institute of Higher Education and Research),chennai,,India,www.bharathuniv.ac.in,Electronics and Communication Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,"Electrical and Electronics Engineering, Communications Engineering",2023-2024,EAC,
Bharath University (Bharath Institute of Higher Education and Research),chennai,,India,www.bharathuniv.ac.in,Mechanical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,
Bilkent University,Ankara,,Turkey,www.bilkent.edu.tr,Industrial Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Industrial Engineering,2023-2024,EAC,
Bilkent University,Ankara,,Turkey,www.bilkent.edu.tr,Computer Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Computer Engineering,2023-2024,EAC,
Bilkent University,Ankara,,Turkey,www.bilkent.edu.tr,Electrical and Electronics Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
Bilkent University,Ankara,,Turkey,www.bilkent.edu.tr,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,
Bina Nusantara University,Jakarta,,Indonesia,http://binus.ac.id,Computer Engineering,Bachelors,"Apr 1, 2015 – Present",Main Campus,Computer Engineering,2020-2021,EAC,
Bina Nusantara University,Jakarta,,Indonesia,http://binus.ac.id,Civil Engineering,Bachelors,"Apr 1, 2015 – Present",Main Campus,Civil Engineering,2020-2021,EAC,
Bina Nusantara University,Jakarta,,Indonesia,http://binus.ac.id,Industrial Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,
Birzeit University,Birzeit,,Palestine,www.birzeit.edu,Mechanical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,
Birzeit University,Birzeit,,Palestine,www.birzeit.edu,Electrical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Bloomsburg University of Pennsylvania,Bloomsburg,Pennsylvania," United States",www.bloomu.edu,Computer Science,Bachelors,"Oct 1, 2005 – Present",Department of Mathematical and Digital Sciences,Computer Science,2024-2025,CAC,Seoul Accord
Bloomsburg University of Pennsylvania,Bloomsburg,Pennsylvania," United States",www.bloomu.edu,Electronics Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Electrical and Electronics Engineering Technology,2019-2020,ETAC,Sydney Accord
Bluefield State College,Bluefield,West Virginia," United States",www.bluefieldstate.edu,Civil Engineering Technology,Bachelors,"Oct 1, 1976 – Present",Main Campus,Civil Engineering Technology,2022-2023,ETAC,Sydney Accord
Bluefield State College,Bluefield,West Virginia," United States",www.bluefieldstate.edu,Electrical Engineering Technology,Bachelors,"Oct 1, 1976 – Present",Main Campus,Electrical and Electronics Engineering Technology,2022-2023,ETAC,Sydney Accord
Bluefield State College,Bluefield,West Virginia," United States",www.bluefieldstate.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 1996 – Present",Main Campus,Mechanical Engineering Technology,2022-2023,ETAC,Sydney Accord
Bob Jones University,Greenville,South Carolina," United States",www.bju.edu,Engineering,Bachelors,"Apr 1, 2013 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Civil Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Civil Engineering,2021-2022,EAC,
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Chemical Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2021-2022,EAC,
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Computer Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Computer Engineering,2021-2022,EAC,
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Electrical and Electronics Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Industrial Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Industrial Engineering,2021-2022,EAC,
Bogazici University,Istanbul,,Turkey,www.boun.edu.tr,Mechanical Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,
Boise State University,Boise,Idaho," United States",www.boisestate.edu,Computer Science,Bachelors,"Oct 1, 1994 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
Boise State University,Boise,Idaho," United States",www.boisestate.edu,Civil Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Civil Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Boise State University,Boise,Idaho," United States",www.boisestate.edu,Electrical Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Boise State University,Boise,Idaho," United States",www.boisestate.edu,Mechanical Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Boise State University,Boise,Idaho," United States",www.boisestate.edu,Materials Science and Engineering,Bachelors,"Oct 1, 2005 – Present",Main Campus,Materials Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Boston University,Boston,Massachusetts," United States",www.bu.edu,Biomedical Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Bioengineering and Biomedical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Boston University,Boston,Massachusetts," United States",www.bu.edu,Computer Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Computer Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Boston University,Boston,Massachusetts," United States",www.bu.edu,Electrical Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Boston University,Boston,Massachusetts," United States",www.bu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Bowie State University,Bowie,Maryland," United States",www.bowiestate.edu,Computer Science,Bachelors,"Oct 1, 1998 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Bowie State University,Bowie,Maryland," United States",www.bowiestate.edu,Computer Technology,Bachelors,"Oct 1, 2012 – Present",Main Campus,General Criteria Only (CAC),2021-2022,CAC,Seoul Accord
Bowling Green State University,Bowling Green,Ohio," United States",http://www.bgsu.edu,Computer Science,Bachelors,"Oct 1, 2015 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
Bowling Green State University,Bowling Green,Ohio," United States",http://www.bgsu.edu,Engineering Technology,Bachelors,"Oct 1, 2013 – Present",Main Campus,Engineering Technology (General),2022-2023,ETAC,Sydney Accord
Bowling Green State University,Bowling Green,Ohio," United States",http://www.bgsu.edu,Electronics and Computer Engineering Technology,Bachelors,"Oct 1, 2013 – Present",Main Campus,"Computer Engineering Technology, Electrical and Electronics Engineering Technology",2022-2023,ETAC,Sydney Accord
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Manufacturing Engineering Technology,Bachelors,"Oct 1, 1975 – Present",Main Campus,Manufacturing Engineering Technology,2020-2021,ETAC,Sydney Accord
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Civil Engineering,Bachelors,"Oct 1, 1963 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Electrical Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Industrial Engineering,Bachelors,"Oct 1, 1957 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Manufacturing Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Manufacturing Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bradley University,Peoria,Illinois," United States",www.bradley.edu,Mechanical Engineering,Bachelors,"Oct 1, 1951 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Fairfield University,Fairfield,Connecticut," United States",www.fairfield.edu,Electrical Engineering,Bachelors,"Oct 1, 1992 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Fairfield University,Fairfield,Connecticut," United States",www.fairfield.edu,Mechanical Engineering,Bachelors,"Oct 1, 1992 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Fairfield University,Fairfield,Connecticut," United States",www.fairfield.edu,Computer Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Fairfield University,Fairfield,Connecticut," United States",www.fairfield.edu,Software Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Software Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
University of Bridgeport,Bridgeport,Connecticut," United States",www.bridgeport.edu,Computer Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Computer Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
